,Protein_product,Replicon_Name,Replicon_Accession,Start,Stop,Strand,Gene,GeneID,Length,Protein_name,Sequence_Length,Sequence_Description,Annotation_GO_ID,Enzyme_Code,Enzyme_Name
42275,XP_022328321.1,3,NC_035782.1,26843154,26849824,+,111127437,LOC111127437,123,60S ribosomal protein L35-like,372,60S ribosomal protein L35-like,GO:0003735;GO:0005840;GO:0006412;GO:0042254,,
42276,XP_022328322.1,3,NC_035782.1,4464083,4468267,+,111127438,LOC111127438,174,uncharacterized protein LOC111127438,525,uncharacterized protein LOC111127438,GO:0003674;GO:0005576;GO:0008150,,
42277,XP_022328323.1,3,NC_035782.1,61928464,61929679,-,111127439,LOC111127439,252,peptidyl-prolyl cis-trans isomerase FKBP10-like,759,peptidyl-prolyl cis-trans isomerase FKBP10-like,,,
42278,XP_022328324.1,1,NC_035780.1,18801280,18808217,-,111127412,LOC111127412,267,ribonuclease Oy-like,804,ribonuclease Oy-like,GO:0003723;GO:0004518,EC:3.1.31;EC:3.1.27;EC:3.1.27.1,Acting on ester bonds;Acting on ester bonds;Ribonuclease T(2)
42279,XP_022328325.1,1,NC_035780.1,6080152,6105309,-,111127424,LOC111127424,367,zinc finger C2HC domain-containing protein 1A-like isoform X3,1104,zinc finger C2HC domain-containing protein 1A-like isoform X3,,,
42280,XP_022328326.1,3,NC_035782.1,61930287,61931642,-,111127440,LOC111127440,242,peptidyl-prolyl cis-trans isomerase FKBP9-like,729,peptidyl-prolyl cis-trans isomerase FKBP9-like,GO:0043167,,
42281,XP_022328327.1,3,NC_035782.1,61924712,61926661,-,111127441,LOC111127441,230,FK506-binding protein 2-like,693,FK506-binding protein 2-like,GO:0043167,,
42282,XP_022328328.1,3,NC_035782.1,61920888,61922071,-,111127442,LOC111127442,228,FK506-binding protein 2-like,687,FK506-binding protein 2-like,GO:0043167,,
42283,XP_022328329.1,3,NC_035782.1,61932047,61933059,+,111127443,LOC111127443,216,FK506-binding protein 2-like,651,FK506-binding protein 2-like,GO:0043167,,
42284,XP_022328330.1,3,NC_035782.1,32886968,32887998,-,111127444,LOC111127444,272,GS homeobox 1-like,819,GS homeobox 1-like,GO:0003677;GO:0009058;GO:0034641,,
42285,XP_022328331.1,3,NC_035782.1,29537894,29540933,-,111127445,LOC111127445,282,uncharacterized protein LOC111127445,849,uncharacterized protein LOC111127445,,,
42286,XP_022328332.1,3,NC_035782.1,44543567,44549749,+,111127447,LOC111127447,575,monocarboxylate transporter 12-like,1728,monocarboxylate transporter 12-like,GO:0005575;GO:0055085,,
42287,XP_022328333.1,3,NC_035782.1,3751405,3756232,-,111127448,LOC111127448,269,uncharacterized protein LOC111127448,810,uncharacterized protein LOC111127448,,,
42288,XP_022328334.1,3,NC_035782.1,42666944,42668232,+,111127449,LOC111127449,323,uncharacterized protein LOC111127449,972,uncharacterized protein LOC111127449,,,
42289,XP_022328335.1,1,NC_035780.1,9701200,9731966,+,111127446,LOC111127446,1597,zinc finger protein GLI4-like,4794,zinc finger protein GLI4-like,GO:0003674,,
42290,XP_022328336.1,3,NC_035782.1,25574622,25582311,-,111127450,LOC111127450,544,major facilitator superfamily domain-containing protein 8-like isoform X1,1635,major facilitator superfamily domain-containing protein 8-like isoform X1,GO:0005575;GO:0055085,,
42291,XP_022328337.1,3,NC_035782.1,25574622,25586597,-,111127450,LOC111127450,541,major facilitator superfamily domain-containing protein 8-like isoform X2,1626,major facilitator superfamily domain-containing protein 8-like isoform X2,GO:0005575;GO:0055085,,
42292,XP_022328338.1,3,NC_035782.1,42662002,42663290,+,111127451,LOC111127451,323,uncharacterized protein LOC111127451,972,uncharacterized protein LOC111127451,,,
42293,XP_022328339.1,3,NC_035782.1,49602662,49611812,-,111127452,LOC111127452,498,uncharacterized protein LOC111127452,1497,uncharacterized protein LOC111127452,GO:0003674,,
42294,XP_022328340.1,3,NC_035782.1,542571,544234,-,111127453,LOC111127453,554,LOW QUALITY PROTEIN: uncharacterized protein LOC111127453,1662,LOW QUALITY PROTEIN: uncharacterized protein LOC111127453,GO:0043167,,
42295,XP_022328341.1,3,NC_035782.1,3788597,3792145,-,111127454,LOC111127454,416,"cadherin EGF LAG seven-pass G-type receptor 2-like, partial",1248,cadherin EGF LAG seven-pass G-type receptor 2-like,GO:0003674;GO:0005575;GO:0007165,,
42296,XP_022328342.1,3,NC_035782.1,74110225,74110959,-,111127455,LOC111127455,186,uncharacterized protein LOC111127455,561,uncharacterized protein LOC111127455,,,
42297,XP_022328343.1,1,NC_035780.1,9701200,9731966,+,111127446,LOC111127446,1597,zinc finger protein GLI4-like,4794,zinc finger protein GLI4-like,GO:0003674,,
42298,XP_022328344.1,3,NC_035782.1,18293844,18303157,+,111127456,LOC111127456,544,LOW QUALITY PROTEIN: alkaline phosphatase-like,1626,LOW QUALITY PROTEIN: alkaline phosphatase-like,GO:0016791,,
42299,XP_022328345.1,3,NC_035782.1,56350388,56355150,-,111127457,LOC111127457,495,acid-sensing ion channel 1B-like,1488,acid-sensing ion channel 1B-like,GO:0005575;GO:0022857,,
42300,XP_022328346.1,3,NC_035782.1,39475784,39491145,-,111127458,LOC111127458,557,LOW QUALITY PROTEIN: T-box transcription factor TBX1-A-like,1671,LOW QUALITY PROTEIN: T-box transcription factor TBX1-A-like,GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641,,
42301,XP_022328347.1,3,NC_035782.1,39472684,39474197,-,111127459,LOC111127459,139,von Willebrand factor C domain-containing protein 2-like,420,von Willebrand factor C domain-containing protein 2-like,GO:0003674,,
42302,XP_022328348.1,3,NC_035782.1,20368708,20372989,-,111127460,LOC111127460,232,uncharacterized protein LOC111127460,699,uncharacterized protein LOC111127460,,,
42303,XP_022328349.1,3,NC_035782.1,46551640,46555748,+,111127461,LOC111127461,589,synaptonemal complex protein ZIP1-like isoform X1,1770,synaptonemal complex protein ZIP1-like isoform X1,GO:0005739;GO:0007005;GO:0009056,,
42304,XP_022328350.1,3,NC_035782.1,46551640,46555748,+,111127461,LOC111127461,563,uncharacterized protein PF11_0207-like isoform X2,1692,uncharacterized protein PF11_0207-like isoform X2,GO:0005739;GO:0007005;GO:0009056,,
42305,XP_022328351.1,1,NC_035780.1,9701200,9731966,+,111127446,LOC111127446,1597,zinc finger protein GLI4-like,4794,zinc finger protein GLI4-like,GO:0003674,,
42306,XP_022328352.1,3,NC_035782.1,48510371,48513597,+,111127462,LOC111127462,384,"protein phosphatase 1K, mitochondrial-like",1155,protein phosphatase 1K%2C mitochondrial-like,GO:0005623;GO:0006464;GO:0016791;GO:0032991,EC:3.1.3.16,Protein-serine/threonine phosphatase
42307,XP_022328353.1,3,NC_035782.1,48510371,48513597,+,111127462,LOC111127462,384,"protein phosphatase 1K, mitochondrial-like",1155,protein phosphatase 1K%2C mitochondrial-like,GO:0005623;GO:0006464;GO:0016791;GO:0032991,EC:3.1.3.16,Protein-serine/threonine phosphatase
42308,XP_022328354.1,3,NC_035782.1,75441600,75442717,+,111127463,LOC111127463,372,"LOW QUALITY PROTEIN: beta-1,3-galactosyltransferase 1-like",1116,LOW QUALITY PROTEIN: beta-1%2C3-galactosyltransferase 1-like,GO:0005575;GO:0006464;GO:0009058;GO:0016757,,
42309,XP_022328355.1,3,NC_035782.1,73601729,73605747,-,111127464,LOC111127464,680,uncharacterized family 31 glucosidase KIAA1161-like,2043,uncharacterized family 31 glucosidase KIAA1161-like,GO:0005975;GO:0016798,,
42310,XP_022328356.1,3,NC_035782.1,53481642,53500215,+,111127465,LOC111127465,1285,TBC1 domain family member 1-like isoform X1,3858,TBC1 domain family member 1-like isoform X1,GO:0003674,,
42311,XP_022328357.1,3,NC_035782.1,53481642,53500215,+,111127465,LOC111127465,1270,TBC1 domain family member 1-like isoform X2,3813,TBC1 domain family member 1-like isoform X2,GO:0003674,,
42312,XP_022328358.1,3,NC_035782.1,53481642,53500215,+,111127465,LOC111127465,1265,TBC1 domain family member 1-like isoform X3,3798,TBC1 domain family member 1-like isoform X3,GO:0003674,,
42313,XP_022328359.1,3,NC_035782.1,53484280,53500215,+,111127465,LOC111127465,1179,TBC1 domain family member 1-like isoform X4,3540,TBC1 domain family member 1-like isoform X4,GO:0003674,,
42314,XP_022328360.1,3,NC_035782.1,53459203,53467235,+,111127466,LOC111127466,841,A disintegrin and metalloproteinase with thrombospondin motifs 10-like,2526,A disintegrin and metalloproteinase with thrombospondin motifs 10-like,GO:0008233,EC:3.4.24,Acting on peptide bonds (peptidases)
42315,XP_022328361.1,3,NC_035782.1,53469612,53472657,-,111127468,LOC111127468,224,ubiquitin carboxyl-terminal hydrolase-like,675,ubiquitin carboxyl-terminal hydrolase-like,GO:0005622;GO:0006464;GO:0008233;GO:0009056,EC:3.4.19.12,Ubiquitinyl hydrolase 1
42316,XP_022328362.1,3,NC_035782.1,4007446,4009519,+,111127469,LOC111127469,630,serine/arginine repetitive matrix protein 1-like,1893,serine/arginine repetitive matrix protein 1-like,,,
42317,XP_022328363.1,3,NC_035782.1,54437092,54438659,+,111127470,LOC111127470,350,growth hormone secretagogue receptor type 1-like,1053,growth hormone secretagogue receptor type 1-like,GO:0003674;GO:0005575;GO:0007165,,
42318,XP_022328364.1,3,NC_035782.1,15377903,15383259,-,111127471,LOC111127471,299,epidermal growth factor receptor-like isoform X1,900,epidermal growth factor receptor-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42319,XP_022328365.1,3,NC_035782.1,15377903,15383259,-,111127471,LOC111127471,297,epidermal growth factor receptor-like isoform X2,894,epidermal growth factor receptor-like isoform X2,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42320,XP_022328366.1,3,NC_035782.1,69684574,69694609,+,111127472,LOC111127472,579,heat shock 70 kDa protein 12A-like,1740,heat shock 70 kDa protein 12A-like,,,
42321,XP_022328367.1,3,NC_035782.1,35502716,35509595,-,111127473,LOC111127473,170,uncharacterized protein LOC111127473,513,uncharacterized protein LOC111127473,,,
42322,XP_022328368.1,3,NC_035782.1,35502716,35509595,-,111127473,LOC111127473,170,uncharacterized protein LOC111127473,513,uncharacterized protein LOC111127473,,,
42323,XP_022328369.1,3,NC_035782.1,55086663,55094546,-,111127475,LOC111127475,515,nucleolar protein 58-like,1548,nucleolar protein 58-like,,,
42324,XP_022328370.1,3,NC_035782.1,8900226,8901521,+,111127476,LOC111127476,431,G-protein coupled receptor daf-38-like isoform X1,1296,G-protein coupled receptor daf-38-like isoform X1,GO:0003674;GO:0005575;GO:0007165,,
42325,XP_022328371.1,1,NC_035780.1,56538054,56544104,-,111127474,LOC111127474,774,endothelin-converting enzyme 1-like,2325,endothelin-converting enzyme 1-like,GO:0007165;GO:0008233,EC:3.4.24,Acting on peptide bonds (peptidases)
42326,XP_022328372.1,3,NC_035782.1,8900226,8901521,+,111127476,LOC111127476,431,G-protein coupled receptor daf-38-like isoform X1,1296,G-protein coupled receptor daf-38-like isoform X1,GO:0003674;GO:0005575;GO:0007165,,
42327,XP_022328373.1,3,NC_035782.1,8900097,8901521,+,111127476,LOC111127476,439,G-protein coupled receptor daf-38-like isoform X2,1320,G-protein coupled receptor daf-38-like isoform X2,GO:0003674;GO:0005575;GO:0007165,,
42328,XP_022328374.1,3,NC_035782.1,56304583,56326888,-,111127477,LOC111127477,407,protein phosphatase methylesterase 1-like isoform X1,1224,protein phosphatase methylesterase 1-like isoform X1,GO:0003674;GO:0006464,EC:3.1.1.1,Carboxylesterase
42329,XP_022328375.1,3,NC_035782.1,56304583,56320932,-,111127477,LOC111127477,345,protein phosphatase methylesterase 1-like isoform X2,1038,protein phosphatase methylesterase 1-like isoform X2,GO:0003674;GO:0006464,EC:3.1.1.1,Carboxylesterase
42330,XP_022328376.1,3,NC_035782.1,56655339,56662314,-,111127478,LOC111127478,896,transmembrane protein 232-like,2691,transmembrane protein 232-like,,,
42331,XP_022328377.1,3,NC_035782.1,56655339,56662314,-,111127478,LOC111127478,896,transmembrane protein 232-like,2691,transmembrane protein 232-like,,,
42332,XP_022328378.1,3,NC_035782.1,57525103,57572283,+,111127479,LOC111127479,440,uncharacterized protein LOC111127479 isoform X1,1323,uncharacterized protein LOC111127479 isoform X1,,,
42333,XP_022328379.1,3,NC_035782.1,57525103,57572111,+,111127479,LOC111127479,372,uncharacterized protein LOC111127479 isoform X2,1119,uncharacterized protein LOC111127479 isoform X2,,,
42334,XP_022328380.1,3,NC_035782.1,26929397,26942134,-,111127480,LOC111127480,823,sorting nexin-25-like,2472,sorting nexin-25-like,GO:0006397;GO:0007165;GO:0008289;GO:0022618;GO:0043167,,
42335,XP_022328381.1,3,NC_035782.1,56841720,56844419,+,111127482,LOC111127482,419,LOW QUALITY PROTEIN: palmitoyltransferase ZDHHC23-like,1254,LOW QUALITY PROTEIN: palmitoyltransferase ZDHHC23-like,,,
42336,XP_022328382.1,3,NC_035782.1,4272759,4331074,-,111127483,LOC111127483,859,mucin-2-like,2580,mucin-2-like,GO:0043167,,
42337,XP_022328383.1,1,NC_035780.1,56341732,56347768,-,111127481,LOC111127481,774,endothelin-converting enzyme 1-like,2325,endothelin-converting enzyme 1-like,GO:0007165;GO:0008233,EC:3.4.24,Acting on peptide bonds (peptidases)
42338,XP_022328384.1,3,NC_035782.1,26005103,26015495,+,111127485,LOC111127485,745,uncharacterized protein LOC111127485 isoform X1,2238,uncharacterized protein LOC111127485 isoform X1,,,
42339,XP_022328385.1,3,NC_035782.1,26005103,26015495,+,111127485,LOC111127485,745,uncharacterized protein LOC111127485 isoform X2,2238,uncharacterized protein LOC111127485 isoform X2,,,
42340,XP_022328386.1,3,NC_035782.1,21300146,21301346,-,111127486,LOC111127486,94,"2\',5\'-phosphodiesterase 12-like",285,2'%2C5'-phosphodiesterase 12-like,,,
42341,XP_022328387.1,3,NC_035782.1,36604932,36606238,-,111127487,LOC111127487,299,uncharacterized protein LOC111127487,900,uncharacterized protein LOC111127487,GO:0003674,,
42342,XP_022328388.1,3,NC_035782.1,36604932,36606238,-,111127487,LOC111127487,299,uncharacterized protein LOC111127487,900,uncharacterized protein LOC111127487,GO:0003674,,
42343,XP_022328389.1,3,NC_035782.1,36604932,36606238,-,111127487,LOC111127487,299,uncharacterized protein LOC111127487,900,uncharacterized protein LOC111127487,GO:0003674,,
42344,XP_022328390.1,3,NC_035782.1,36604932,36606238,-,111127487,LOC111127487,299,uncharacterized protein LOC111127487,900,uncharacterized protein LOC111127487,GO:0003674,,
42345,XP_022328391.1,3,NC_035782.1,36604932,36606238,-,111127487,LOC111127487,299,uncharacterized protein LOC111127487,900,uncharacterized protein LOC111127487,GO:0003674,,
42346,XP_022328392.1,3,NC_035782.1,36604932,36606238,-,111127487,LOC111127487,299,uncharacterized protein LOC111127487,900,uncharacterized protein LOC111127487,GO:0003674,,
42347,XP_022328393.1,3,NC_035782.1,36604932,36606238,-,111127487,LOC111127487,299,uncharacterized protein LOC111127487,900,uncharacterized protein LOC111127487,GO:0003674,,
42348,XP_022328394.1,3,NC_035782.1,36592272,36598745,+,111127489,LOC111127489,238,actin cytoskeleton-regulatory complex protein PAN1-like isoform X1,717,actin cytoskeleton-regulatory complex protein PAN1-like isoform X1,,,
42349,XP_022328395.1,3,NC_035782.1,36592272,36598722,+,111127489,LOC111127489,192,non-classical arabinogalactan protein 31-like isoform X2,579,non-classical arabinogalactan protein 31-like isoform X2,,,
42350,XP_022328396.1,3,NC_035782.1,4334913,4367866,-,111127490,LOC111127490,246,probable serine/threonine-protein kinase tsuA,741,probable serine/threonine-protein kinase tsuA,,,
42351,XP_022328397.1,1,NC_035780.1,56385115,56392473,-,111127488,LOC111127488,718,E3 ubiquitin-protein ligase RFWD3-like isoform X1,2157,E3 ubiquitin-protein ligase RFWD3-like isoform X1,GO:0003674;GO:0005634;GO:0006259;GO:0006464;GO:0006950,,
42352,XP_022328398.1,3,NC_035782.1,47690670,47696196,-,111127491,LOC111127491,502,amidophosphoribosyltransferase-like,1509,amidophosphoribosyltransferase-like,GO:0006520;GO:0009058;GO:0016757;GO:0034641,EC:2.4.2.14,Amidophosphoribosyltransferase
42353,XP_022328399.1,3,NC_035782.1,47690670,47696196,-,111127491,LOC111127491,502,amidophosphoribosyltransferase-like,1509,amidophosphoribosyltransferase-like,GO:0006520;GO:0009058;GO:0016757;GO:0034641,EC:2.4.2.14,Amidophosphoribosyltransferase
42354,XP_022328400.1,3,NC_035782.1,47696886,47702872,+,111127492,LOC111127492,424,multifunctional protein ADE2-like,1275,multifunctional protein ADE2-like,GO:0009058;GO:0016874;GO:0034641;GO:0044281,EC:6.3.2.6,Phosphoribosylaminoimidazolesuccinocarboxamide synthase
42355,XP_022328401.1,3,NC_035782.1,57598692,57609074,+,111127493,LOC111127493,321,uncharacterized protein LOC111127493,966,uncharacterized protein LOC111127493,,,
42356,XP_022328402.1,3,NC_035782.1,54129802,54132251,+,111127494,LOC111127494,660,uncharacterized family 31 glucosidase KIAA1161-like,1983,uncharacterized family 31 glucosidase KIAA1161-like,GO:0005975;GO:0016798,,
42357,XP_022328403.1,3,NC_035782.1,54129802,54132251,+,111127494,LOC111127494,660,uncharacterized family 31 glucosidase KIAA1161-like,1983,uncharacterized family 31 glucosidase KIAA1161-like,GO:0005975;GO:0016798,,
42358,XP_022328404.1,3,NC_035782.1,54185698,54186969,+,111127495,LOC111127495,423,uncharacterized protein LOC111127495,1272,uncharacterized protein LOC111127495,,,
42359,XP_022328405.1,1,NC_035780.1,56385115,56392473,-,111127488,LOC111127488,716,E3 ubiquitin-protein ligase RFWD3-like isoform X2,2151,E3 ubiquitin-protein ligase RFWD3-like isoform X2,GO:0003674;GO:0005634;GO:0006259;GO:0006464;GO:0006950,,
42360,XP_022328406.1,3,NC_035782.1,54185698,54186969,+,111127495,LOC111127495,423,uncharacterized protein LOC111127495,1272,uncharacterized protein LOC111127495,,,
42361,XP_022328407.1,3,NC_035782.1,4402221,4404325,+,111127497,LOC111127497,102,uncharacterized protein LOC111127497,309,uncharacterized protein LOC111127497,,,
42362,XP_022328408.1,3,NC_035782.1,40382702,40428679,-,111127498,LOC111127498,1492,epidermal growth factor receptor-like isoform X1,4479,epidermal growth factor receptor-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42363,XP_022328409.1,3,NC_035782.1,40382702,40428679,-,111127498,LOC111127498,1491,epidermal growth factor receptor-like isoform X2,4476,epidermal growth factor receptor-like isoform X2,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42364,XP_022328410.1,3,NC_035782.1,40382702,40428679,-,111127498,LOC111127498,1482,epidermal growth factor receptor-like isoform X3,4449,epidermal growth factor receptor-like isoform X3,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42365,XP_022328411.1,3,NC_035782.1,40382702,40428679,-,111127498,LOC111127498,1461,epidermal growth factor receptor-like isoform X4,4386,epidermal growth factor receptor-like isoform X4,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42366,XP_022328412.1,3,NC_035782.1,4488751,4501462,+,111127499,LOC111127499,778,LOW QUALITY PROTEIN: hemicentin-1-like,2331,LOW QUALITY PROTEIN: hemicentin-1-like,,,
42367,XP_022328413.1,3,NC_035782.1,17380551,17384947,+,111127501,LOC111127501,333,uncharacterized protein LOC111127501,1002,uncharacterized protein LOC111127501,,,
42368,XP_022328414.1,3,NC_035782.1,39662643,39667403,-,111127503,LOC111127503,833,mucin-5AC-like,2502,mucin-5AC-like,GO:0003674;GO:0005576;GO:0008150,,
42369,XP_022328415.1,3,NC_035782.1,4614639,4620048,-,111127504,LOC111127504,309,uncharacterized protein LOC111127504,930,uncharacterized protein LOC111127504,,,
42370,XP_022328416.1,1,NC_035780.1,56512233,56523758,-,111127502,LOC111127502,709,calpain-3-like isoform X1,2130,calpain-3-like isoform X1,GO:0005622;GO:0008233,EC:3.4.22,Acting on peptide bonds (peptidases)
42371,XP_022328417.1,3,NC_035782.1,42641957,42643769,+,111127506,LOC111127506,266,uncharacterized protein LOC111127506,801,uncharacterized protein LOC111127506,,,
42372,XP_022328418.1,3,NC_035782.1,38452287,38455780,+,111127507,LOC111127507,593,heat shock 70 kDa protein 12B-like,1782,heat shock 70 kDa protein 12B-like,,,
42373,XP_022328419.1,3,NC_035782.1,38449573,38452189,-,111127508,LOC111127508,453,uncharacterized protein LOC111127508 isoform X1,1362,uncharacterized protein LOC111127508 isoform X1,GO:0005739;GO:0007005;GO:0009056,,
42374,XP_022328420.1,3,NC_035782.1,38449573,38451980,-,111127508,LOC111127508,441,uncharacterized protein LOC111127508 isoform X2,1326,uncharacterized protein LOC111127508 isoform X2,GO:0005739;GO:0007005;GO:0009056,,
42375,XP_022328421.1,3,NC_035782.1,14719411,14724755,-,111127509,LOC111127509,299,epidermal growth factor receptor-like isoform X1,900,epidermal growth factor receptor-like isoform X1,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42376,XP_022328422.1,3,NC_035782.1,14719411,14724755,-,111127509,LOC111127509,297,epidermal growth factor receptor-like isoform X2,894,epidermal growth factor receptor-like isoform X2,GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167,EC:2.7.10;EC:2.7.10.1;EC:2.7.11,Transferring phosphorus-containing groups;Receptor protein-tyrosine kinase;Transferring phosphorus-containing groups
42377,XP_022328423.1,3,NC_035782.1,71641292,71685503,+,111127510,LOC111127510,4989,uncharacterized protein KIAA1109-like isoform X1,14970,uncharacterized protein KIAA1109-like isoform X1,,,
42378,XP_022328424.1,3,NC_035782.1,71641292,71685503,+,111127510,LOC111127510,4981,uncharacterized protein KIAA1109-like isoform X2,14946,uncharacterized protein KIAA1109-like isoform X2,,,
42379,XP_022328425.1,1,NC_035780.1,56512233,56523758,-,111127502,LOC111127502,709,calpain-3-like isoform X1,2130,calpain-3-like isoform X1,GO:0005622;GO:0008233,EC:3.4.22,Acting on peptide bonds (peptidases)
42380,XP_022328426.1,3,NC_035782.1,71641292,71685503,+,111127510,LOC111127510,4979,uncharacterized protein KIAA1109-like isoform X3,14940,uncharacterized protein KIAA1109-like isoform X3,,,
42381,XP_022328427.1,3,NC_035782.1,71641292,71685503,+,111127510,LOC111127510,4916,uncharacterized protein KIAA1109-like isoform X4,14751,uncharacterized protein KIAA1109-like isoform X4,,,
42382,XP_022328428.1,3,NC_035782.1,71641292,71673510,+,111127510,LOC111127510,4012,uncharacterized protein KIAA1109-like isoform X5,12039,uncharacterized protein KIAA1109-like isoform X5,,,
42383,XP_022328429.1,3,NC_035782.1,2589198,2590859,-,111127512,LOC111127512,553,uncharacterized protein LOC111127512,1662,uncharacterized protein LOC111127512,GO:0043167,,
42384,XP_022328430.1,3,NC_035782.1,61231896,61236668,-,111127513,LOC111127513,221,peroxiredoxin-6-like,666,peroxiredoxin-6-like,GO:0016491;GO:0042592,EC:1.11.1.15,Peroxiredoxin
42385,XP_022328431.1,3,NC_035782.1,51206603,51211927,+,111127514,LOC111127514,595,beta-hexosaminidase subunit alpha-like,1788,beta-hexosaminidase subunit alpha-like,GO:0005975;GO:0006629;GO:0009056;GO:0016798,EC:3.2.1.52,Beta-N-acetylhexosaminidase
42386,XP_022328432.1,1,NC_035780.1,56513668,56523758,-,111127502,LOC111127502,706,calpain-3-like isoform X2,2121,calpain-3-like isoform X2,GO:0005622;GO:0008233,EC:3.4.22,Acting on peptide bonds (peptidases)
42387,XP_022328433.1,3,NC_035782.1,46370739,46373175,+,111127515,LOC111127515,609,heat shock 70 kDa protein 12A-like,1830,heat shock 70 kDa protein 12A-like,,,
42388,XP_022328434.1,3,NC_035782.1,46370739,46373175,+,111127515,LOC111127515,609,heat shock 70 kDa protein 12A-like,1830,heat shock 70 kDa protein 12A-like,,,
42389,XP_022328435.1,3,NC_035782.1,4774499,4776055,+,111127516,LOC111127516,518,uncharacterized protein LOC111127516,1557,uncharacterized protein LOC111127516,,,
42390,XP_022328436.1,3,NC_035782.1,51312324,51317161,-,111127517,LOC111127517,466,uncharacterized protein LOC111127517 isoform X1,1401,uncharacterized protein LOC111127517 isoform X1,GO:0003674,,
42391,XP_022328437.1,3,NC_035782.1,51298891,51317161,-,111127517,LOC111127517,461,netrin receptor DCC-like isoform X2,1386,netrin receptor DCC-like isoform X2,GO:0003674,,
42392,XP_022328438.1,3,NC_035782.1,51289631,51297808,-,111127518,LOC111127518,477,uncharacterized protein LOC111127518,1434,uncharacterized protein LOC111127518,GO:0003674,,
42393,XP_022328439.1,3,NC_035782.1,7115770,7116648,+,111127519,LOC111127519,155,uncharacterized protein LOC111127519 isoform X1,468,uncharacterized protein LOC111127519 isoform X1,,,
42394,XP_022328440.1,3,NC_035782.1,7115770,7127497,+,111127519,LOC111127519,151,uncharacterized protein LOC111127519 isoform X2,456,uncharacterized protein LOC111127519 isoform X2,,,
42395,XP_022328441.1,1,NC_035780.1,56512233,56519939,-,111127502,LOC111127502,601,calpain-3-like isoform X3,1806,calpain-3-like isoform X3,GO:0005622;GO:0008233,EC:3.4.22,Acting on peptide bonds (peptidases)
42396,XP_022328442.1,3,NC_035782.1,44337162,44357585,+,111127521,LOC111127521,1135,uncharacterized protein LOC111127521,3408,uncharacterized protein LOC111127521,GO:0043167,,
42397,XP_022328443.1,3,NC_035782.1,70750550,70755979,+,111127522,LOC111127522,654,sodium/glucose cotransporter 4-like,1965,sodium/glucose cotransporter 4-like,GO:0005575;GO:0022857,,
42398,XP_022328444.1,1,NC_035780.1,16804320,16805406,+,111127496,LOC111127496,321,uncharacterized protein LOC111127496,966,uncharacterized protein LOC111127496,GO:0003674,,
42399,XP_022328445.1,3,NC_035782.1,35286064,35295120,-,111127523,LOC111127523,310,uncharacterized protein LOC111127523,933,uncharacterized protein LOC111127523,,,
42400,XP_022328446.1,3,NC_035782.1,42504129,42505754,-,111127524,LOC111127524,427,potassium voltage-gated channel subfamily B member 1-like,1284,potassium voltage-gated channel subfamily B member 1-like,GO:0005886;GO:0022857;GO:0032991;GO:0065003,,
42401,XP_022328447.1,3,NC_035782.1,50745463,50747442,+,111127525,LOC111127525,659,zinc finger protein 570-like,1980,zinc finger protein 570-like,GO:0003674,,
42402,XP_022328448.1,3,NC_035782.1,4920626,4921389,+,111127526,LOC111127526,132,uncharacterized protein LOC111127526,399,uncharacterized protein LOC111127526,GO:0043167,,
42403,XP_022328449.1,3,NC_035782.1,69839857,69840891,+,111127528,LOC111127528,344,histamine H3 receptor-like,1035,histamine H3 receptor-like,GO:0003674;GO:0005575;GO:0007165,,
42404,XP_022328450.1,3,NC_035782.1,42524548,42526162,+,111127530,LOC111127530,207,uncharacterized protein LOC111127530,624,uncharacterized protein LOC111127530,,,
